OTU_ID,1AA,1AB,1AC,1AD,1AE,1AGA,1AGB,1AGC,1AGD,1AGE,1EA,1EB,1EC,1ED,1EE,1LGA,1LGE,1MA,1NA,1NB,1NC,1ND,1NE,1RA,1RB,1RC,1RD,1RE,2AAF,2ABF,2ABM,2ACF,2ADF,2AEF,2AEM,2AGAF,2AGAM,2AGBF,2AGBM,2AGCF,2AGCM,2AGDF,2AGDM,2AGEF,2AGEM,2EA,2EB,2EC,2ED,2LGB,2LGC,2LGD,2MA,2MB,2MC,2ME,2NA,2NB,2NC,2ND,2NE,Consensus Lineage
75,0,0,112,1,7,0,0,883,5,69,80,17,120,1,14,0,4,35,14,10,9,5,27,25,74,70,17,37,1,8,2,6,0,0,0,609,0,271,228,225,0,227,1,68,6,15,30,0,0,5,0,1,4,10,26,19,19,4,16,5,5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
76,2,5,60,10,6,1,0,722,0,126,48,4,51,0,72,27,2,37,40,41,40,9,50,31,408,335,270,307,3,24,0,6,1,17,1,297,0,76,216,100,0,140,0,137,2,46,44,19,0,13,8,7,12,12,29,35,39,12,30,26,19,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
77,0,0,20,1,0,0,0,19,2,0,14,170,17,0,0,0,38,299,134,636,153,51,12,251,14,6,0,0,18,11,0,4,0,4,1,11,0,3,0,1,4,0,0,34,0,9,68,118,0,0,0,1,71,130,374,110,164,163,289,146,91,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
78,0,5,0,0,0,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,5,0,0,2,0,0,0,0,0,2,4071,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
79,0,0,1,0,0,0,0,7,0,0,8,9,2,0,0,0,0,14,12,21,30,8,38,25,8,7,3,4,0,1,0,1,0,1,0,8,0,1,3,5,0,4,0,4,0,4,12,0,1,0,0,0,3,8,6,16,20,9,19,8,15,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,7,86,0,4,0,11,0,6,0,21,52,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RsaHF231; f__; g__; s__
81,0,0,36,3,0,0,0,15,0,9,0,145,8,2,31,3,0,5,33,73,46,136,37,164,24,2,3,0,120,246,35,39,65,141,92,14,0,15,31,33,10,170,0,83,10,133,101,0,134,33,50,6,23,10,8,267,601,179,6,208,372,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
82,4,5,56,20,26,0,0,558,9,83,195,199,147,98,128,4,2,34,52,13,66,9,76,164,5,2,0,0,27,74,33,41,35,40,37,495,0,80,107,135,0,109,0,118,4,192,284,21,99,53,27,2,5,12,4,15,96,17,9,32,9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
83,1534,47,16,10,23,20,3,38,2,2,9,13,44,0,3,3,8,6,4,1,3,2,2,11,0,0,0,1,131,28,78,149,47,21,8,3,0,0,0,3,0,5,0,0,0,19,30,2,1,3,70,11,0,0,2,5,5,0,0,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae
84,37,47,41,30,21,143,20,130,44,34,86,113,32,24,27,57,82,107,67,132,200,72,82,171,94,129,55,69,71,53,65,25,44,54,18,38,12,50,21,42,9,49,3,47,52,79,102,25,71,107,68,89,36,41,43,71,173,51,77,41,47,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia; s__
85,118,0,1,0,0,1,0,1,0,0,2,9,1,0,0,25,4,207,2,37,14,1,4,7,1,1,0,0,11,0,61,0,4,0,1,1,1,6,0,8,0,6,0,0,5,0,2,1,0,149,99,64,1,1,6,2,5,2,3,2,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter
86,0,0,16,4,1,4,18,0,0,5,0,69,25,0,58,285,0,72,17,166,125,88,49,215,2,0,0,0,9,16,0,4,19,23,4,2,0,2,0,2,0,6,0,12,1,40,76,0,11,310,952,226,22,16,0,76,317,112,0,104,100,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
88,0,94,142,0,0,0,0,0,0,2,5,13,0,0,0,99,353,1,74,0,4,6,24,28,4,1,2,0,11,30,4,85,74,3,1,0,44,123,0,87,0,0,0,9,0,172,34,122,61,1450,509,206,8,10,103,86,7,1,51,5,21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
89,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,11,4,0,5,16,1042,702,731,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,11,3,4,2,4,7,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
90,0,0,1,0,0,0,0,0,0,0,24,43,24,5,2,0,0,2,4,34,37,30,18,91,0,0,0,0,3,3,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,9,0,0,0,4,2,0,9,23,2,0,3,22,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
91,0,2,18,2,0,0,0,0,2,1,0,704,54,104,0,24,0,23,4,173,284,284,14,916,7,0,0,0,39,194,2,5,13,14,11,0,0,3,0,1,0,0,0,24,2,3,47,0,0,8,12,0,3,0,0,30,321,152,0,32,51,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Perlucidibaca; s__
92,0,4,41,28,9,0,0,127,10,45,73,307,239,68,0,32,0,70,70,107,288,102,115,529,7,2,0,0,14,29,26,47,37,17,1,17,0,1,12,8,0,11,0,33,9,290,217,0,63,33,37,10,21,9,6,80,221,47,1,86,80,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
93,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,3,16,8,7,1,33,0,0,0,0,1,6,1,1,0,0,1,25,0,8,3,2,0,4,0,4,0,7,8,0,1,0,2,0,0,0,0,5,150,15,0,20,21,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
94,11,2,28,2,1,0,0,26,0,7,39,75,18,21,0,5,1,77,38,57,164,40,65,149,5,0,0,0,49,23,28,6,17,8,10,13,0,5,0,7,0,6,0,11,7,131,264,10,36,38,25,27,13,45,6,64,114,92,18,41,63,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
95,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,3,5,19,0,12,8,1187,959,883,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,13,2,16,7,7,6,7,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__
96,0,0,2,1,0,0,0,27,2,4,4,2,0,1,1,0,1,6,7,2,15,0,6,5,20,17,12,14,2,3,2,0,1,0,1,9,0,1,1,5,0,4,0,8,1,4,5,1,0,0,0,0,3,1,3,3,3,1,4,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
98,0,2,36,1,0,5,0,100,7,7,165,32,4,0,2,17,0,813,59,434,123,26,343,100,17,1,7,0,17,0,4,12,3,18,0,12,8,196,0,7,0,5,0,20,1,4,44,109,10,13,3,2,46,41,81,76,47,30,69,30,21,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli
99,0,5,39,6,2,1,0,37,5,0,6,100,7,0,0,0,0,144,186,476,407,56,32,250,12,1,0,0,11,12,52,5,5,0,56,1,0,2,11,2,0,0,0,30,9,5,34,62,0,6,3,2,11,29,79,92,127,78,121,131,51,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
100,0,0,1,0,0,0,0,28,5,6,0,128,0,24,0,1,2,49,23,158,244,126,45,210,0,0,0,0,16,5,25,2,6,8,20,106,0,83,5,53,0,13,0,26,7,12,174,0,0,0,1,0,11,2,1,34,769,147,4,135,129,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
101,15,3,72,9,146,0,6,58,14,341,51,105,67,0,65,13,0,227,77,187,173,25,132,176,12,5,2,0,8,35,17,5,36,18,14,0,0,0,11,0,0,1,0,23,0,30,8,61,17,4,1,0,16,48,51,84,66,85,140,74,63,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
102,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,10,8,30,53,2,51,21,431,173,195,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,3,10,62,17,16,12,37,12,7,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
103,0,156,103,0,0,0,0,0,0,2,7,0,28,0,0,218,662,0,1,0,1,0,1,2,0,0,0,1,0,0,0,2,73,0,0,0,0,1,0,118,0,0,0,0,0,17,9,4,19,522,799,433,0,0,0,1,0,0,0,1,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
104,1,0,51,0,0,1,0,0,0,0,2,0,0,0,0,208,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,7,0,0,0,0,0,3,3,0,2,630,311,1060,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
105,2535,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,85,0,30,2,2,10,0,1,0,0,5,0,0,0,0,0,0,4,12,0,3,2,0,1,0,0,1,3,0,0,1,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__
106,0,35,229,0,0,0,0,0,0,0,0,18,0,0,0,14,1,1,15,0,0,0,0,1,0,2,0,0,400,0,0,0,133,0,10,3,0,7,0,40,0,1,0,0,0,653,148,196,69,50,43,291,2,0,23,3,0,0,30,2,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
107,1,5,38,5,5,4,0,198,1,63,19,13,10,0,64,0,0,20,81,34,38,15,39,49,332,417,335,346,5,23,8,4,1,4,14,115,0,9,74,22,0,33,0,88,1,14,109,27,0,0,0,0,7,5,17,26,42,29,25,28,34,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio; s__
108,2,167,240,0,0,1,0,0,0,0,24,31,51,0,0,285,20,2,12,1,2,1,0,3,4,7,0,0,211,42,5,332,322,1,16,4,0,27,0,410,0,2,0,4,21,819,149,762,183,606,337,335,5,2,120,77,2,1,87,6,15,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
109,0,0,2,0,0,0,0,0,0,0,37,0,0,0,0,14,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,4,0,0,0,1,0,89,0,0,0,0,0,32,48,113,7,653,1108,670,0,0,0,14,1,2,1,1,14,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
110,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,5,9,0,10,5,2,0,7,1,0,0,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,182,38,19,0,8,0,1,2,5,1,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__acidaminiphila
111,0,4,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,5,2,6,21,4,17,17,866,634,493,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,18,3,14,8,4,3,5,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__5-7N15; s__
112,0,0,1,2,0,7,0,0,0,0,0,103,0,0,0,0,0,36,2,860,41,63,0,186,5,0,0,0,10,9,0,5,0,10,11,4,0,25,30,2,0,0,0,7,0,0,31,0,0,0,2,11,1,38,1,9,195,376,0,43,78,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Peredibacter; s__starrii
113,0,12,4,0,0,0,3,0,0,0,13,0,27,0,33,117,22,0,7,0,0,0,0,3,3,1,0,0,69,0,0,17,40,0,0,0,0,2,0,32,0,0,0,1,0,54,32,66,46,852,229,521,1,1,35,5,0,1,22,1,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
114,0,14,348,208,353,0,0,281,22,26,7,16,0,0,0,0,0,40,51,61,41,17,40,46,0,1,0,0,189,24,9,39,56,44,25,286,0,25,0,8,0,26,0,93,3,16,5,0,0,0,0,0,8,2,4,5,40,16,8,38,1,k__Bacteria
115,1901,27,166,13,32,34,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,26,128,8,19,15,47,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Tsukamurellaceae; g__Tsukamurella; s__
116,0,0,12,0,0,0,0,29,0,3,1,33,0,1,1,0,0,190,33,315,225,30,368,76,4,0,0,0,0,0,1,10,0,3,0,0,0,3,11,9,0,0,0,10,0,3,13,12,13,13,4,1,16,29,136,43,89,44,159,106,30,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
118,4,2,19,2,3,1,0,40,1,42,19,10,54,0,101,83,9,19,65,27,25,7,31,23,133,154,105,96,6,8,7,0,0,14,2,60,0,12,34,21,0,36,0,34,0,28,35,5,0,15,17,13,15,9,8,11,33,18,30,9,14,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
119,0,1,5,0,0,0,0,4,0,0,0,19,0,0,0,0,0,1,0,13,7,2,11,5,687,455,552,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1,24,3,2,1,14,5,7,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16; g__; s__
120,1,0,0,0,0,0,0,4,0,0,54,7,10,0,0,0,3,0,3,0,6,1,0,1,0,1,0,0,55,0,0,3,243,3,0,1,0,0,0,376,0,0,0,0,0,653,488,70,256,10,0,1,2,2,0,1,2,0,0,0,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae
121,1,0,5,7,4,0,0,0,0,0,2,63,17,66,0,2,0,14,0,19,89,56,3,68,8,0,1,0,0,0,0,4,0,0,0,0,0,0,0,52,0,0,0,7,0,812,948,22,0,0,3,1,5,14,0,16,12,11,1,0,75,k__Bacteria
122,0,0,6,2,0,0,0,78,3,1,0,130,0,0,0,0,0,92,64,208,116,32,20,230,0,0,0,0,14,21,5,5,0,0,0,214,0,134,140,33,0,35,0,42,4,29,31,0,0,0,2,0,5,2,2,45,375,141,4,63,37,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
123,29,5,24,6,38,0,0,29,3,6,57,67,477,0,33,3,0,17,95,13,39,166,26,108,1,1,0,0,24,0,47,13,7,10,15,0,0,1,0,7,0,0,0,29,0,49,55,4,3,3,1,0,0,0,10,69,26,5,21,32,56,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
125,0,0,9,1,0,0,0,2,0,0,5,41,92,0,0,0,1,9,15,18,73,14,36,144,23,1,1,0,23,74,11,9,47,49,24,2,0,1,9,12,0,5,0,14,3,469,64,35,339,6,2,1,30,9,1,134,175,17,2,116,100,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
126,7,12,4,12,6,4,0,40,2,3,5,6,0,0,0,1,5,8,3,6,9,1,3,3,14,20,11,1,24,3,13,20,7,4,12,16,0,8,2,6,0,1,0,0,0,3,4,0,0,0,2,0,2,3,5,7,8,8,9,3,8,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
127,0,0,0,1,0,0,0,0,4,0,0,65,0,0,0,0,0,0,3,0,19,37,25,89,0,0,0,0,160,47,11,6,30,148,33,1,0,0,0,0,0,51,0,12,0,0,115,0,0,6,6,1,3,14,0,39,606,248,2,58,186,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Oleibacter; s__
128,1,0,3,4,0,11,0,20,2,0,16,17,3,0,0,13,23,7,3,25,24,16,13,35,22,0,0,0,0,4,0,6,12,0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,300,173,373,0,0,1,5,19,5,3,1,6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
129,941,0,0,0,0,2,0,0,0,0,0,1,0,0,0,72,1,6,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,837,17,306,0,0,1,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__nitroreducens
130,0,3,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,2,5,12,31,1,19,12,602,464,377,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,16,8,10,6,10,5,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__YRC22; s__
132,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,5,7,2,0,5,11,4,1,0,0,0,2,0,5,0,2,2,9,8,0,4,0,2,0,0,0,0,11,59,40,0,33,20,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio
133,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7,2,10,15,0,11,4,587,366,444,431,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,16,6,8,3,7,2,4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
134,0,53,229,0,0,0,0,0,0,0,20,3,0,0,0,102,64,0,8,0,3,1,0,7,0,0,0,0,11,6,9,123,46,0,20,0,0,21,0,40,0,0,0,4,0,85,29,78,28,360,234,87,2,1,100,13,1,0,33,3,2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
135,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,12,2,1,4,8,413,549,555,242,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,6,2,6,6,1,2,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5; g__; s__
137,0,4,29,6,0,0,0,68,0,12,0,9,3,0,0,0,2,7,28,34,11,3,13,19,338,412,300,206,4,0,5,7,0,3,8,65,0,15,37,13,0,16,0,84,0,12,10,0,1,3,1,0,9,1,6,11,17,7,8,10,12,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__
138,8,0,5,4,0,0,0,245,0,4,150,11,39,0,0,111,224,62,51,19,10,2,5,17,7,0,0,0,0,3,7,10,17,4,3,13,0,6,0,11,0,2,0,14,3,16,13,60,11,125,191,270,9,5,34,30,13,2,10,3,6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Jonesiaceae; g__; s__
139,1,0,122,3,0,0,11,419,3,43,4,16,1,0,84,0,0,29,12,40,46,11,115,23,3,1,1,0,3,0,11,2,1,0,0,79,0,222,116,40,0,94,0,63,0,0,3,2,0,12,23,28,9,2,46,6,49,5,36,23,4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,1,44,37,0,0,7,0,9,0,165,0,0,0,2,0,18,14,16,0,5,4,54,0,1,2,0,0,1,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,256,30,1598,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,4,0,0,0,2,6,7,6,9,1,0,3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
142,0,20,148,0,0,0,0,0,0,0,17,7,21,0,0,227,301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0,0,0,33,0,0,0,0,0,130,53,37,0,136,81,214,0,0,11,2,0,0,1,2,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
143,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,13,1,32,17,11,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
144,0,2,4,1,0,0,0,23,0,8,2,22,0,0,30,3,3,12,19,32,38,7,32,15,301,299,271,267,8,0,0,0,4,0,0,17,0,7,15,6,0,1,0,8,0,1,17,0,0,16,7,5,3,8,55,11,39,21,30,28,20,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
145,0,0,40,0,0,0,0,0,0,0,39,0,0,0,0,32,587,0,33,0,0,4,2,10,0,0,0,0,2,0,0,0,16,0,0,0,0,4,0,11,0,0,0,3,0,31,16,2,1,227,452,242,0,0,3,5,0,0,1,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas
146,0,0,31,0,2,0,0,279,3,21,27,12,39,0,0,1,1,6,7,0,2,0,11,12,20,199,36,10,0,0,5,0,10,0,0,267,0,127,207,105,0,110,0,41,3,11,29,0,0,0,0,2,3,1,7,5,9,2,6,6,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
147,1,0,1,0,1,0,0,24,0,4,45,9,4,6,0,0,0,4,2,3,4,0,2,10,4,7,4,2,4,0,3,4,0,6,0,11,0,0,2,3,0,3,0,2,0,1,23,0,0,1,0,0,0,4,1,1,8,0,2,0,4,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__
149,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,4,3,13,26,0,12,4,438,244,279,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,1,1,16,7,6,2,5,3,3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
150,0,1,14,10,14,0,0,28,0,10,536,11,7,0,0,7,47,147,102,36,30,26,11,18,9,0,0,0,2,0,1,0,0,9,0,65,0,20,0,19,0,26,0,16,3,89,65,0,62,2,0,0,17,9,13,8,4,5,18,2,3,k__Bacteria; p__Proteobacteria
151,0,0,1,0,0,0,0,0,3,0,24,121,0,0,0,0,0,82,42,97,160,27,111,250,1,0,0,0,0,5,0,0,2,13,0,16,0,6,0,0,0,7,0,14,0,27,77,0,29,0,0,0,9,6,15,55,209,77,17,103,59,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
152,0,73,6,0,0,0,0,0,0,0,1,0,1,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,106,2,50,124,35,9,686,246,4,10,0,934,0,8,4,589,2071,12,6,17,37,37,11,9,2,5,6,3,5,0,0,0,0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix; s__
153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,1,7,4,432,299,364,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,4,1,2,9,2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
154,5,4,32,7,6,0,0,20,2,5,10,151,11,89,0,6,0,16,28,42,80,65,35,238,2,0,0,0,26,54,21,14,20,33,34,2,0,1,7,6,0,5,0,16,0,40,26,0,11,57,68,90,4,1,1,44,78,6,0,11,76,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
155,0,0,2,0,0,0,0,8,0,0,1,17,0,0,0,0,0,23,13,46,75,12,87,45,362,207,103,247,8,0,0,3,0,0,0,0,0,1,0,0,0,0,9,7,0,0,18,0,0,1,0,0,6,5,72,12,36,18,34,32,10,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
156,10,6,7,3,1,0,0,8,0,5,37,37,69,0,9,1,0,13,15,11,11,22,8,47,1,0,1,0,7,10,2,1,1,7,3,2,0,0,0,0,0,2,0,12,0,46,7,4,16,0,0,0,3,4,10,48,25,0,11,18,24,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
